year,stAbbr,cropName,coName,st_crop_yr_co_prem
1989,IA,CORN,Adair,726849
1989,IA,CORN,Adams,500489
1989,IA,CORN,All Other Counties,0
1989,IA,CORN,Allamakee,515355
1989,IA,CORN,Appanoose,278855
1989,IA,CORN,Audubon,780587
1989,IA,CORN,Benton,977636
1989,IA,CORN,Black Hawk,835145
1989,IA,CORN,Boone,1013970
1989,IA,CORN,Bremer,706015
1989,IA,CORN,Buchanan,1162181
1989,IA,CORN,Buena Vista,686014
1989,IA,CORN,Butler,763268
1989,IA,CORN,Calhoun,634645
1989,IA,CORN,Carroll,802697
1989,IA,CORN,Cedar,1129430
1989,IA,CORN,Cerro Gordo,973401
1989,IA,CORN,Cherokee,632825
1989,IA,CORN,Chickasaw,995005
1989,IA,CORN,Clarke,411001
1989,IA,CORN,Clay,689104
1989,IA,CORN,Clayton,1184118
1989,IA,CORN,Clinton,1498374
1989,IA,CORN,Crawford,1230931
1989,IA,CORN,Dallas,824589
1989,IA,CORN,Decatur,279417
1989,IA,CORN,Delaware,1722153
1989,IA,CORN,Des Moines,427305
1989,IA,CORN,Dickinson,381992
1989,IA,CORN,Dubuque,851530
1989,IA,CORN,E Pottawattamie,770965
1989,IA,CORN,Emmet,444346
1989,IA,CORN,Fayette,1445218
1989,IA,CORN,Floyd,735499
1989,IA,CORN,Franklin,837195
1989,IA,CORN,Fremont,842789
1989,IA,CORN,Greene,943335
1989,IA,CORN,Grundy,556740
1989,IA,CORN,Guthrie,576816
1989,IA,CORN,Hamilton,1032585
1989,IA,CORN,Hancock,638617
1989,IA,CORN,Hardin,827434
1989,IA,CORN,Harrison,1083170
1989,IA,CORN,Henry,584465
1989,IA,CORN,Howard,979676
1989,IA,CORN,Humboldt,470393
1989,IA,CORN,Ida,794291
1989,IA,CORN,Iowa,1099659
1989,IA,CORN,Jackson,783179
1989,IA,CORN,Jasper,1091552
1989,IA,CORN,Jefferson,599925
1989,IA,CORN,Johnson,719364
1989,IA,CORN,Jones,1097460
1989,IA,CORN,Keokuk,1051288
1989,IA,CORN,Kossuth,1164175
1989,IA,CORN,Lee,619401
1989,IA,CORN,Linn,869641
1989,IA,CORN,Louisa,593461
1989,IA,CORN,Lucas,329156
1989,IA,CORN,Lyon,707850
1989,IA,CORN,Madison,654236
1989,IA,CORN,Mahaska,907128
1989,IA,CORN,Marion,595998
1989,IA,CORN,Marshall,917910
1989,IA,CORN,Mills,746690
1989,IA,CORN,Mitchell,1126774
1989,IA,CORN,Monona,673968
1989,IA,CORN,Monroe,260447
1989,IA,CORN,Montgomery,579738
1989,IA,CORN,Muscatine,623775
1989,IA,CORN,O Brien,466296
1989,IA,CORN,Osceola,455921
1989,IA,CORN,Page,665845
1989,IA,CORN,Palo Alto,660912
1989,IA,CORN,Plymouth,1378449
1989,IA,CORN,Pocahontas,735393
1989,IA,CORN,Polk,631858
1989,IA,CORN,Poweshiek,766223
1989,IA,CORN,Ringgold,408408
1989,IA,CORN,Sac,852452
1989,IA,CORN,Scott,647282
1989,IA,CORN,Shelby,1280738
1989,IA,CORN,Sioux,1059652
1989,IA,CORN,Story,1247429
1989,IA,CORN,Tama,887427
1989,IA,CORN,Taylor,528584
1989,IA,CORN,Union,400092
1989,IA,CORN,Van Buren,337571
1989,IA,CORN,W Pottawattamie,790588
1989,IA,CORN,Wapello,443855
1989,IA,CORN,Warren,772554
1989,IA,CORN,Wayne,460580
1989,IA,CORN,Webster,876403
1989,IA,CORN,Winnebago,504014
1989,IA,CORN,Winneshiek,764608
1989,IA,CORN,Woodbury,1350122
1989,IA,CORN,Worth,572193
1989,IA,SOYBEANS,Adair,311299
1989,IA,SOYBEANS,All Other Counties,0
1989,IA,SOYBEANS,Allamakee,8781
1989,IA,SOYBEANS,Appanoose,142142
1989,IA,SOYBEANS,Audubon,212849
1989,IA,SOYBEANS,Benton,564184
1989,IA,SOYBEANS,Black Hawk,349718
1989,IA,SOYBEANS,Boone,509088
1989,IA,SOYBEANS,Bremer,187037
1989,IA,SOYBEANS,Buchanan,234754
1989,IA,SOYBEANS,Buena Vista,378581
1989,IA,SOYBEANS,Butler,234193
1989,IA,SOYBEANS,Calhoun,384646
1989,IA,SOYBEANS,Carroll,232286
1989,IA,SOYBEANS,Cass,377629
1989,IA,SOYBEANS,Cedar,327998
1989,IA,SOYBEANS,Cerro Gordo,351270
1989,IA,SOYBEANS,Cherokee,343775
1989,IA,SOYBEANS,Chickasaw,168334
1989,IA,SOYBEANS,Clarke,155581
1989,IA,SOYBEANS,Clay,408070
1989,IA,SOYBEANS,Clayton,16947
1989,IA,SOYBEANS,Clinton,347598
1989,IA,SOYBEANS,Crawford,276616
1989,IA,SOYBEANS,Dallas,432488
1989,IA,SOYBEANS,Davis,131154
1989,IA,SOYBEANS,Decatur,150621
1989,IA,SOYBEANS,Delaware,90450
1989,IA,SOYBEANS,Des Moines,178056
1989,IA,SOYBEANS,Dickinson,233008
1989,IA,SOYBEANS,Dubuque,19855
1989,IA,SOYBEANS,E Pottawattamie,385428
1989,IA,SOYBEANS,Emmet,326724
1989,IA,SOYBEANS,Fayette,148964
1989,IA,SOYBEANS,Floyd,234297
1989,IA,SOYBEANS,Franklin,393695
1989,IA,SOYBEANS,Fremont,448306
1989,IA,SOYBEANS,Greene,512625
1989,IA,SOYBEANS,Grundy,330674
1989,IA,SOYBEANS,Guthrie,262072
1989,IA,SOYBEANS,Hamilton,620905
1989,IA,SOYBEANS,Hancock,346545
1989,IA,SOYBEANS,Hardin,418920
1989,IA,SOYBEANS,Harrison,606917
1989,IA,SOYBEANS,Henry,228554
1989,IA,SOYBEANS,Howard,174352
1989,IA,SOYBEANS,Ida,260385
1989,IA,SOYBEANS,Iowa,264816
1989,IA,SOYBEANS,Jackson,28070
1989,IA,SOYBEANS,Jasper,392555
1989,IA,SOYBEANS,Jefferson,270265
1989,IA,SOYBEANS,Johnson,274410
1989,IA,SOYBEANS,Keokuk,303346
1989,IA,SOYBEANS,Kossuth,789658
1989,IA,SOYBEANS,Lee,186837
1989,IA,SOYBEANS,Linn,430718
1989,IA,SOYBEANS,Louisa,285476
1989,IA,SOYBEANS,Lucas,128744
1989,IA,SOYBEANS,Lyon,352596
1989,IA,SOYBEANS,Madison,283766
1989,IA,SOYBEANS,Mahaska,271054
1989,IA,SOYBEANS,Marion,199712
1989,IA,SOYBEANS,Marshall,392684
1989,IA,SOYBEANS,Mills,387097
1989,IA,SOYBEANS,Mitchell,386034
1989,IA,SOYBEANS,Monona,256122
1989,IA,SOYBEANS,Monroe,97444
1989,IA,SOYBEANS,Montgomery,385949
1989,IA,SOYBEANS,Muscatine,259646
1989,IA,SOYBEANS,O Brien,337575
1989,IA,SOYBEANS,Osceola,310702
1989,IA,SOYBEANS,Page,331412
1989,IA,SOYBEANS,Palo Alto,431241
1989,IA,SOYBEANS,Plymouth,542544
1989,IA,SOYBEANS,Pocahontas,546663
1989,IA,SOYBEANS,Polk,276197
1989,IA,SOYBEANS,Poweshiek,339881
1989,IA,SOYBEANS,Ringgold,192308
1989,IA,SOYBEANS,Sac,413606
1989,IA,SOYBEANS,Scott,151387
1989,IA,SOYBEANS,Shelby,383331
1989,IA,SOYBEANS,Sioux,369839
1989,IA,SOYBEANS,Story,631358
1989,IA,SOYBEANS,Tama,429075
1989,IA,SOYBEANS,Taylor,334029
1989,IA,SOYBEANS,Union,174631
1989,IA,SOYBEANS,Van Buren,129553
1989,IA,SOYBEANS,W Pottawattamie,423019
1989,IA,SOYBEANS,Wapello,253329
1989,IA,SOYBEANS,Warren,257894
1989,IA,SOYBEANS,Washington,354765
1989,IA,SOYBEANS,Wayne,225654
1989,IA,SOYBEANS,Webster,631207
1989,IA,SOYBEANS,Winnebago,282664
1989,IA,SOYBEANS,Winneshiek,27027
1989,IA,SOYBEANS,Woodbury,343792
1989,IA,SOYBEANS,Worth,299840
1989,IA,SOYBEANS,Wright,478460
1989,IA,WHEAT,Adams,861
1989,IA,WHEAT,Cass,2200
1989,IA,WHEAT,Clinton,1029
1989,IA,WHEAT,Davis,601
1989,IA,WHEAT,Decatur,1906
1989,IA,WHEAT,Des Moines,870
1989,IA,WHEAT,E Pottawattamie,499
1989,IA,WHEAT,Fremont,3904
1989,IA,WHEAT,Guthrie,144
1989,IA,WHEAT,Hancock,0
1989,IA,WHEAT,Henry,1233
1989,IA,WHEAT,Jefferson,2637
1989,IA,WHEAT,Keokuk,2542
1989,IA,WHEAT,Lee,1756
1989,IA,WHEAT,Louisa,860
1989,IA,WHEAT,Lucas,321
1989,IA,WHEAT,Mills,1769
1989,IA,WHEAT,Monroe,408
1989,IA,WHEAT,Page,688
1989,IA,WHEAT,Plymouth,979
1989,IA,WHEAT,Ringgold,811
1989,IA,WHEAT,Taylor,4259
1989,IA,WHEAT,Van Buren,2299
1989,IA,WHEAT,Wapello,714
1989,IA,WHEAT,Washington,580
1989,IA,WHEAT,Wayne,592
1989,IL,CORN,Adams,333273
1989,IL,CORN,Alexander,6431
1989,IL,CORN,All Other Counties,0
1989,IL,CORN,Bond,163003
1989,IL,CORN,Boone,384826
1989,IL,CORN,Brown,192522
1989,IL,CORN,Bureau,1303755
1989,IL,CORN,Carroll,841944
1989,IL,CORN,Cass,161435
1989,IL,CORN,Christian,255354
1989,IL,CORN,Clark,132998
1989,IL,CORN,Clay,307787
1989,IL,CORN,Clinton,126170
1989,IL,CORN,Coles,173474
1989,IL,CORN,Cook,15862
1989,IL,CORN,Crawford,220273
1989,IL,CORN,Cumberland,122829
1989,IL,CORN,De Kalb,442205
1989,IL,CORN,De Witt,169221
1989,IL,CORN,Douglas,155068
1989,IL,CORN,Edgar,91773
1989,IL,CORN,Edwards,32370
1989,IL,CORN,Effingham,161562
1989,IL,CORN,Fayette,253458
1989,IL,CORN,Ford,646338
1989,IL,CORN,Franklin,118609
1989,IL,CORN,Fulton,399988
1989,IL,CORN,Gallatin,110105
1989,IL,CORN,Greene,115358
1989,IL,CORN,Grundy,569487
1989,IL,CORN,Hamilton,65969
1989,IL,CORN,Hancock,731615
1989,IL,CORN,Henderson,557327
1989,IL,CORN,Henry,1382592
1989,IL,CORN,Iroquois,1287605
1989,IL,CORN,Jackson,51140
1989,IL,CORN,Jasper,236316
1989,IL,CORN,Jefferson,168226
1989,IL,CORN,Jersey,85011
1989,IL,CORN,Jo Daviess,610975
1989,IL,CORN,Johnson,61281
1989,IL,CORN,Kane,137568
1989,IL,CORN,Kankakee,804176
1989,IL,CORN,Kendall,149028
1989,IL,CORN,Knox,822374
1989,IL,CORN,La Salle,937920
1989,IL,CORN,Lake,79698
1989,IL,CORN,Lawrence,167956
1989,IL,CORN,Lee,912762
1989,IL,CORN,Livingston,1527459
1989,IL,CORN,Logan,538767
1989,IL,CORN,Macon,271812
1989,IL,CORN,Macoupin,314180
1989,IL,CORN,Madison,165745
1989,IL,CORN,Marion,175496
1989,IL,CORN,Marshall,382827
1989,IL,CORN,Mason,434826
1989,IL,CORN,Massac,52885
1989,IL,CORN,McDonough,375236
1989,IL,CORN,McHenry,415969
1989,IL,CORN,McLean,1387212
1989,IL,CORN,Menard,358491
1989,IL,CORN,Mercer,860508
1989,IL,CORN,Monroe,59943
1989,IL,CORN,Montgomery,294612
1989,IL,CORN,Morgan,179267
1989,IL,CORN,Moultrie,164094
1989,IL,CORN,Ogle,1176507
1989,IL,CORN,Peoria,461629
1989,IL,CORN,Perry,65089
1989,IL,CORN,Piatt,274270
1989,IL,CORN,Pike,145594
1989,IL,CORN,Pope,35398
1989,IL,CORN,Pulaski,28784
1989,IL,CORN,Putnam,122683
1989,IL,CORN,Randolph,39154
1989,IL,CORN,Richland,177332
1989,IL,CORN,Rock Island,444137
1989,IL,CORN,Saline,74287
1989,IL,CORN,Sangamon,405288
1989,IL,CORN,Shelby,296012
1989,IL,CORN,St Clair,50486
1989,IL,CORN,Stark,454331
1989,IL,CORN,Stephenson,702555
1989,IL,CORN,Tazewell,370162
1989,IL,CORN,Union,23507
1989,IL,CORN,Vermilion,573106
1989,IL,CORN,Wabash,37409
1989,IL,CORN,Warren,786669
1989,IL,CORN,Washington,118814
1989,IL,CORN,Wayne,395724
1989,IL,CORN,White,31836
1989,IL,CORN,Whiteside,1493947
1989,IL,CORN,Will,429430
1989,IL,CORN,Williamson,82453
1989,IL,CORN,Winnebago,517525
1989,IL,CORN,Woodford,524802
1989,IL,SOYBEANS,Adams,202354
1989,IL,SOYBEANS,Alexander,79153
1989,IL,SOYBEANS,All Other Counties,0
1989,IL,SOYBEANS,Bond,234051
1989,IL,SOYBEANS,Boone,97927
1989,IL,SOYBEANS,Brown,72382
1989,IL,SOYBEANS,Bureau,489901
1989,IL,SOYBEANS,Calhoun,19366
1989,IL,SOYBEANS,Carroll,39957
1989,IL,SOYBEANS,Cass,82694
1989,IL,SOYBEANS,Champaign,230860
1989,IL,SOYBEANS,Christian,108465
1989,IL,SOYBEANS,Clark,158855
1989,IL,SOYBEANS,Clay,274608
1989,IL,SOYBEANS,Clinton,98088
1989,IL,SOYBEANS,Coles,121456
1989,IL,SOYBEANS,Cook,12541
1989,IL,SOYBEANS,Crawford,136954
1989,IL,SOYBEANS,Cumberland,87709
1989,IL,SOYBEANS,De Kalb,89459
1989,IL,SOYBEANS,De Witt,96616
1989,IL,SOYBEANS,Douglas,69891
1989,IL,SOYBEANS,Edgar,57554
1989,IL,SOYBEANS,Edwards,38622
1989,IL,SOYBEANS,Effingham,117985
1989,IL,SOYBEANS,Fayette,330433
1989,IL,SOYBEANS,Ford,436831
1989,IL,SOYBEANS,Franklin,157404
1989,IL,SOYBEANS,Fulton,147972
1989,IL,SOYBEANS,Gallatin,80242
1989,IL,SOYBEANS,Greene,77050
1989,IL,SOYBEANS,Grundy,244060
1989,IL,SOYBEANS,Hamilton,60390
1989,IL,SOYBEANS,Hancock,236554
1989,IL,SOYBEANS,Henderson,129891
1989,IL,SOYBEANS,Henry,429431
1989,IL,SOYBEANS,Iroquois,774569
1989,IL,SOYBEANS,Jackson,81863
1989,IL,SOYBEANS,Jasper,141533
1989,IL,SOYBEANS,Jefferson,130462
1989,IL,SOYBEANS,Jersey,53869
1989,IL,SOYBEANS,Jo Daviess,25007
1989,IL,SOYBEANS,Johnson,60702
1989,IL,SOYBEANS,Kane,34166
1989,IL,SOYBEANS,Kendall,57457
1989,IL,SOYBEANS,Knox,274261
1989,IL,SOYBEANS,La Salle,698848
1989,IL,SOYBEANS,Lake,42387
1989,IL,SOYBEANS,Lawrence,97958
1989,IL,SOYBEANS,Lee,316707
1989,IL,SOYBEANS,Livingston,1214650
1989,IL,SOYBEANS,Logan,314101
1989,IL,SOYBEANS,Macon,133208
1989,IL,SOYBEANS,Macoupin,186836
1989,IL,SOYBEANS,Madison,137561
1989,IL,SOYBEANS,Marion,187376
1989,IL,SOYBEANS,Mason,203908
1989,IL,SOYBEANS,Massac,87078
1989,IL,SOYBEANS,McDonough,157399
1989,IL,SOYBEANS,McHenry,87195
1989,IL,SOYBEANS,McLean,812174
1989,IL,SOYBEANS,Menard,150893
1989,IL,SOYBEANS,Mercer,354992
1989,IL,SOYBEANS,Monroe,88531
1989,IL,SOYBEANS,Montgomery,159754
1989,IL,SOYBEANS,Morgan,119230
1989,IL,SOYBEANS,Moultrie,107312
1989,IL,SOYBEANS,Ogle,166440
1989,IL,SOYBEANS,Peoria,171771
1989,IL,SOYBEANS,Perry,90622
1989,IL,SOYBEANS,Piatt,139595
1989,IL,SOYBEANS,Pike,101976
1989,IL,SOYBEANS,Pope,36992
1989,IL,SOYBEANS,Pulaski,45437
1989,IL,SOYBEANS,Putnam,73662
1989,IL,SOYBEANS,Randolph,82022
1989,IL,SOYBEANS,Richland,121098
1989,IL,SOYBEANS,Rock Island,119033
1989,IL,SOYBEANS,Saline,52204
1989,IL,SOYBEANS,Sangamon,204139
1989,IL,SOYBEANS,Schuyler,69075
1989,IL,SOYBEANS,Scott,49581
1989,IL,SOYBEANS,Shelby,111058
1989,IL,SOYBEANS,Stark,164902
1989,IL,SOYBEANS,Stephenson,84625
1989,IL,SOYBEANS,Tazewell,307227
1989,IL,SOYBEANS,Union,59324
1989,IL,SOYBEANS,Vermilion,381875
1989,IL,SOYBEANS,Wabash,17287
1989,IL,SOYBEANS,Warren,203380
1989,IL,SOYBEANS,Washington,101789
1989,IL,SOYBEANS,Wayne,404362
1989,IL,SOYBEANS,White,25544
1989,IL,SOYBEANS,Whiteside,327171
1989,IL,SOYBEANS,Will,240476
1989,IL,SOYBEANS,Williamson,56724
1989,IL,SOYBEANS,Winnebago,167946
1989,IL,SOYBEANS,Woodford,301244
1989,IL,WHEAT,Adams,15793
1989,IL,WHEAT,Alexander,8642
1989,IL,WHEAT,All Other Counties,0
1989,IL,WHEAT,Bond,58793
1989,IL,WHEAT,Brown,2316
1989,IL,WHEAT,Bureau,8417
1989,IL,WHEAT,Calhoun,2797
1989,IL,WHEAT,Cass,2381
1989,IL,WHEAT,Champaign,3953
1989,IL,WHEAT,Christian,3718
1989,IL,WHEAT,Clark,10781
1989,IL,WHEAT,Clay,8818
1989,IL,WHEAT,Clinton,14898
1989,IL,WHEAT,Coles,1938
1989,IL,WHEAT,Crawford,9576
1989,IL,WHEAT,Cumberland,5404
1989,IL,WHEAT,De Kalb,892
1989,IL,WHEAT,De Witt,2122
1989,IL,WHEAT,Douglas,880
1989,IL,WHEAT,Edgar,236
1989,IL,WHEAT,Effingham,5417
1989,IL,WHEAT,Fayette,18331
1989,IL,WHEAT,Ford,3299
1989,IL,WHEAT,Franklin,8827
1989,IL,WHEAT,Fulton,4376
1989,IL,WHEAT,Gallatin,7948
1989,IL,WHEAT,Greene,1936
1989,IL,WHEAT,Grundy,1079
1989,IL,WHEAT,Hamilton,7131
1989,IL,WHEAT,Hancock,8895
1989,IL,WHEAT,Henderson,1002
1989,IL,WHEAT,Henry,5982
1989,IL,WHEAT,Iroquois,21833
1989,IL,WHEAT,Jackson,2303
1989,IL,WHEAT,Jasper,5190
1989,IL,WHEAT,Jefferson,5744
1989,IL,WHEAT,Jersey,627
1989,IL,WHEAT,Johnson,3377
1989,IL,WHEAT,Kane,3424
1989,IL,WHEAT,Kankakee,20666
1989,IL,WHEAT,Kendall,1869
1989,IL,WHEAT,Knox,8228
1989,IL,WHEAT,La Salle,2948
1989,IL,WHEAT,Lawrence,8607
1989,IL,WHEAT,Lee,3065
1989,IL,WHEAT,Livingston,14643
1989,IL,WHEAT,Logan,4556
1989,IL,WHEAT,Macon,2964
1989,IL,WHEAT,Macoupin,10947
1989,IL,WHEAT,Madison,22552
1989,IL,WHEAT,Marion,14273
1989,IL,WHEAT,Marshall,3408
1989,IL,WHEAT,Mason,7995
1989,IL,WHEAT,Massac,2446
1989,IL,WHEAT,McDonough,2417
1989,IL,WHEAT,McLean,9755
1989,IL,WHEAT,Mercer,7337
1989,IL,WHEAT,Monroe,5266
1989,IL,WHEAT,Montgomery,12645
1989,IL,WHEAT,Morgan,2256
1989,IL,WHEAT,Moultrie,6685
1989,IL,WHEAT,Ogle,2789
1989,IL,WHEAT,Peoria,11556
1989,IL,WHEAT,Perry,4042
1989,IL,WHEAT,Piatt,1699
1989,IL,WHEAT,Pike,6071
1989,IL,WHEAT,Pulaski,4109
1989,IL,WHEAT,Randolph,2029
1989,IL,WHEAT,Richland,1559
1989,IL,WHEAT,Rock Island,7430
1989,IL,WHEAT,Saline,3931
1989,IL,WHEAT,Sangamon,2886
1989,IL,WHEAT,Schuyler,3711
1989,IL,WHEAT,Shelby,7678
1989,IL,WHEAT,St Clair,4067
1989,IL,WHEAT,Stark,8118
1989,IL,WHEAT,Stephenson,1071
1989,IL,WHEAT,Tazewell,10247
1989,IL,WHEAT,Union,2832
1989,IL,WHEAT,Vermilion,9996
1989,IL,WHEAT,Warren,2312
1989,IL,WHEAT,Washington,6318
1989,IL,WHEAT,Wayne,25864
1989,IL,WHEAT,White,3801
1989,IL,WHEAT,Whiteside,1996
1989,IL,WHEAT,Will,17695
1989,IL,WHEAT,Williamson,7322
1989,IL,WHEAT,Woodford,6437
1989,IN,CORN,Adams,17178
1989,IN,CORN,Allen,34369
1989,IN,CORN,Benton,382928
1989,IN,CORN,Blackford,21414
1989,IN,CORN,Boone,45312
1989,IN,CORN,Cass,139378
1989,IN,CORN,Clark,53006
1989,IN,CORN,Clay,32930
1989,IN,CORN,Clinton,83814
1989,IN,CORN,Daviess,175765
1989,IN,CORN,De Kalb,77435
1989,IN,CORN,Dearborn,15752
1989,IN,CORN,Decatur,225156
1989,IN,CORN,Delaware,54007
1989,IN,CORN,Dubois,52496
1989,IN,CORN,Elkhart,20856
1989,IN,CORN,Fayette,67457
1989,IN,CORN,Franklin,53860
1989,IN,CORN,Fulton,174832
1989,IN,CORN,Gibson,229709
1989,IN,CORN,Grant,78189
1989,IN,CORN,Hamilton,54024
1989,IN,CORN,Hancock,31620
1989,IN,CORN,Harrison,44083
1989,IN,CORN,Hendricks,49556
1989,IN,CORN,Henry,103279
1989,IN,CORN,Howard,25808
1989,IN,CORN,Huntington,73412
1989,IN,CORN,Jackson,170500
1989,IN,CORN,Jasper,540723
1989,IN,CORN,Jay,59148
1989,IN,CORN,Jefferson,78003
1989,IN,CORN,Jennings,107295
1989,IN,CORN,Johnson,45447
1989,IN,CORN,Knox,263546
1989,IN,CORN,Kosciusko,124472
1989,IN,CORN,La Porte,171277
1989,IN,CORN,LaGrange,8674
1989,IN,CORN,Lake,364734
1989,IN,CORN,Lawrence,49949
1989,IN,CORN,Madison,121396
1989,IN,CORN,Marshall,43535
1989,IN,CORN,Martin,59285
1989,IN,CORN,Miami,103986
1989,IN,CORN,Monroe,13354
1989,IN,CORN,Montgomery,204561
1989,IN,CORN,Morgan,59082
1989,IN,CORN,Newton,542241
1989,IN,CORN,Noble,23084
1989,IN,CORN,Ohio,1707
1989,IN,CORN,Orange,74182
1989,IN,CORN,Owen,31951
1989,IN,CORN,Parke,187405
1989,IN,CORN,Pike,78190
1989,IN,CORN,Porter,216391
1989,IN,CORN,Posey,53945
1989,IN,CORN,Pulaski,224402
1989,IN,CORN,Putnam,89157
1989,IN,CORN,Randolph,46537
1989,IN,CORN,Ripley,90893
1989,IN,CORN,Rush,54316
1989,IN,CORN,Scott,38764
1989,IN,CORN,Shelby,127808
1989,IN,CORN,Spencer,18046
1989,IN,CORN,Starke,83819
1989,IN,CORN,Steuben,41264
1989,IN,CORN,Sullivan,225961
1989,IN,CORN,Switzerland,14788
1989,IN,CORN,Tipton,7169
1989,IN,CORN,Union,29893
1989,IN,CORN,Vanderburgh,26379
1989,IN,CORN,Vermillion,181933
1989,IN,CORN,Vigo,108674
1989,IN,CORN,Wabash,138992
1989,IN,CORN,Warren,250434
1989,IN,CORN,Warrick,41738
1989,IN,CORN,Washington,104941
1989,IN,CORN,Wayne,152423
1989,IN,CORN,Wells,39371
1989,IN,CORN,White,297693
1989,IN,CORN,Whitley,51555
1989,IN,SOYBEANS,Adams,79316
1989,IN,SOYBEANS,Allen,90235
1989,IN,SOYBEANS,Bartholomew,48641
1989,IN,SOYBEANS,Benton,127411
1989,IN,SOYBEANS,Blackford,75801
1989,IN,SOYBEANS,Boone,58963
1989,IN,SOYBEANS,Carroll,80603
1989,IN,SOYBEANS,Cass,63546
1989,IN,SOYBEANS,Clark,76756
1989,IN,SOYBEANS,Clay,35679
1989,IN,SOYBEANS,Clinton,47635
1989,IN,SOYBEANS,Daviess,84636
1989,IN,SOYBEANS,De Kalb,73311
1989,IN,SOYBEANS,Dearborn,14045
1989,IN,SOYBEANS,Decatur,81347
1989,IN,SOYBEANS,Delaware,100921
1989,IN,SOYBEANS,Dubois,12950
1989,IN,SOYBEANS,Elkhart,11502
1989,IN,SOYBEANS,Fayette,33828
1989,IN,SOYBEANS,Fountain,182177
1989,IN,SOYBEANS,Franklin,24024
1989,IN,SOYBEANS,Fulton,71114
1989,IN,SOYBEANS,Gibson,188694
1989,IN,SOYBEANS,Grant,126009
1989,IN,SOYBEANS,Hamilton,73858
1989,IN,SOYBEANS,Hancock,21819
1989,IN,SOYBEANS,Harrison,24301
1989,IN,SOYBEANS,Hendricks,40821
1989,IN,SOYBEANS,Henry,125517
1989,IN,SOYBEANS,Howard,32244
1989,IN,SOYBEANS,Huntington,99669
1989,IN,SOYBEANS,Jackson,92747
1989,IN,SOYBEANS,Jasper,225590
1989,IN,SOYBEANS,Jay,175501
1989,IN,SOYBEANS,Jefferson,63091
1989,IN,SOYBEANS,Jennings,65229
1989,IN,SOYBEANS,Johnson,33606
1989,IN,SOYBEANS,Knox,208635
1989,IN,SOYBEANS,Kosciusko,59977
1989,IN,SOYBEANS,La Porte,42060
1989,IN,SOYBEANS,LaGrange,4639
1989,IN,SOYBEANS,Lake,116928
1989,IN,SOYBEANS,Lawrence,28019
1989,IN,SOYBEANS,Madison,155919
1989,IN,SOYBEANS,Marshall,24912
1989,IN,SOYBEANS,Martin,8286
1989,IN,SOYBEANS,Miami,77073
1989,IN,SOYBEANS,Monroe,9504
1989,IN,SOYBEANS,Montgomery,132921
1989,IN,SOYBEANS,Morgan,56123
1989,IN,SOYBEANS,Newton,168434
1989,IN,SOYBEANS,Noble,15632
1989,IN,SOYBEANS,Orange,26897
1989,IN,SOYBEANS,Owen,31117
1989,IN,SOYBEANS,Parke,63599
1989,IN,SOYBEANS,Pike,43556
1989,IN,SOYBEANS,Porter,60746
1989,IN,SOYBEANS,Posey,86443
1989,IN,SOYBEANS,Pulaski,94456
1989,IN,SOYBEANS,Putnam,39807
1989,IN,SOYBEANS,Randolph,96689
1989,IN,SOYBEANS,Ripley,37911
1989,IN,SOYBEANS,Rush,40167
1989,IN,SOYBEANS,Scott,42868
1989,IN,SOYBEANS,Shelby,88927
1989,IN,SOYBEANS,Spencer,21338
1989,IN,SOYBEANS,St Joseph,24904
1989,IN,SOYBEANS,Starke,19686
1989,IN,SOYBEANS,Steuben,10818
1989,IN,SOYBEANS,Sullivan,114970
1989,IN,SOYBEANS,Switzerland,18974
1989,IN,SOYBEANS,Tippecanoe,120741
1989,IN,SOYBEANS,Tipton,5793
1989,IN,SOYBEANS,Union,13998
1989,IN,SOYBEANS,Vanderburgh,14833
1989,IN,SOYBEANS,Vermillion,119266
1989,IN,SOYBEANS,Vigo,105716
1989,IN,SOYBEANS,Wabash,113157
1989,IN,SOYBEANS,Warren,123408
1989,IN,SOYBEANS,Warrick,31023
1989,IN,SOYBEANS,Washington,48525
1989,IN,SOYBEANS,Wayne,108403
1989,IN,SOYBEANS,Wells,106372
1989,IN,SOYBEANS,White,103728
1989,IN,SOYBEANS,Whitley,40367
1989,IN,WHEAT,Adams,1122
1989,IN,WHEAT,Allen,5641
1989,IN,WHEAT,Bartholomew,1008
1989,IN,WHEAT,Benton,1637
1989,IN,WHEAT,Blackford,2577
1989,IN,WHEAT,Boone,332
1989,IN,WHEAT,Carroll,3997
1989,IN,WHEAT,Cass,2469
1989,IN,WHEAT,Clark,1570
1989,IN,WHEAT,Clay,321
1989,IN,WHEAT,Clinton,1140
1989,IN,WHEAT,Daviess,6286
1989,IN,WHEAT,De Kalb,909
1989,IN,WHEAT,Dearborn,518
1989,IN,WHEAT,Decatur,4554
1989,IN,WHEAT,Delaware,2061
1989,IN,WHEAT,Elkhart,183
1989,IN,WHEAT,Fayette,2302
1989,IN,WHEAT,Fountain,1232
1989,IN,WHEAT,Franklin,919
1989,IN,WHEAT,Fulton,1898
1989,IN,WHEAT,Gibson,2822
1989,IN,WHEAT,Grant,2202
1989,IN,WHEAT,Greene,1414
1989,IN,WHEAT,Hamilton,641
1989,IN,WHEAT,Hancock,683
1989,IN,WHEAT,Harrison,6499
1989,IN,WHEAT,Henry,1441
1989,IN,WHEAT,Huntington,1592
